triplet_id,relation_family,condition,model,sim_pos,sim_neg,margin,correct
control_e9218d6b,attribute_priority_control,control,relsim,0.4947984218597412,-0.06799200177192688,0.5627904236316681,1
control_e9218d6b,attribute_priority_control,control,CLIP,0.7361099720001221,0.5362372398376465,0.19987273216247559,1
control_e9218d6b,attribute_priority_control,control,DINO,-0.015631789341568947,-0.07055032253265381,0.05491853319108486,1
control_e7e77c1a,attribute_priority_control,control,relsim,0.4970952570438385,-0.0020619090646505356,0.49915716610848904,1
control_e7e77c1a,attribute_priority_control,control,CLIP,0.6929477453231812,0.5374078750610352,0.155539870262146,1
control_e7e77c1a,attribute_priority_control,control,DINO,0.6193329095840454,0.0880427435040474,0.531290166079998,1
aligned_temp_ebd67189_ed83ebbc,temporal_transformation,aligned,relsim,0.5478201508522034,0.04398595169186592,0.5038341991603374,1
aligned_temp_ebd67189_ed83ebbc,temporal_transformation,aligned,CLIP,0.5430649518966675,0.44235605001449585,0.10070890188217163,1
aligned_temp_ebd67189_ed83ebbc,temporal_transformation,aligned,DINO,0.16370710730552673,-0.01319770235568285,0.17690480966120958,1
aligned_comp_df567ccf_f7a829fa,compositional_formation,aligned,relsim,0.7045058012008667,-0.09512589871883392,0.7996316999197006,1
aligned_comp_df567ccf_f7a829fa,compositional_formation,aligned,CLIP,0.8455082178115845,0.5411950349807739,0.30431318283081055,1
aligned_comp_df567ccf_f7a829fa,compositional_formation,aligned,DINO,0.8680939674377441,0.0464516244828701,0.821642342954874,1
aligned_temp_e91c016d_ebb0a441,temporal_transformation,aligned,relsim,0.5041464567184448,0.15953636169433594,0.3446100950241089,1
aligned_temp_e91c016d_ebb0a441,temporal_transformation,aligned,CLIP,0.5668078660964966,0.4763968586921692,0.09041100740432739,1
aligned_temp_e91c016d_ebb0a441,temporal_transformation,aligned,DINO,0.07820296287536621,0.02189658395946026,0.05630637891590595,1
aligned_comp_f3c9463a_f9575588,compositional_formation,aligned,relsim,0.29077842831611633,0.11284033954143524,0.1779380887746811,1
aligned_comp_f3c9463a_f9575588,compositional_formation,aligned,CLIP,0.6084822416305542,0.650080680847168,-0.04159843921661377,0
aligned_comp_f3c9463a_f9575588,compositional_formation,aligned,DINO,0.13563089072704315,0.04384664073586464,0.09178424999117851,1
aligned_temp_ed83ebbc_fec41d2a,temporal_transformation,aligned,relsim,0.7628036737442017,0.031793270260095596,0.7310104034841061,1
aligned_temp_ed83ebbc_fec41d2a,temporal_transformation,aligned,CLIP,0.6976836919784546,0.28789767622947693,0.40978601574897766,1
aligned_temp_ed83ebbc_fec41d2a,temporal_transformation,aligned,DINO,0.2842590808868408,-0.005424777045845985,0.2896838579326868,1
aligned_temp_ea142066_eeb47991,temporal_transformation,aligned,relsim,0.415982723236084,-0.04036466032266617,0.45634738355875015,1
aligned_temp_ea142066_eeb47991,temporal_transformation,aligned,CLIP,0.5785672664642334,0.5211213827133179,0.05744588375091553,1
aligned_temp_ea142066_eeb47991,temporal_transformation,aligned,DINO,0.12648355960845947,0.13827790319919586,-0.01179434359073639,0
conflict_temp_ebd67189_ea184053,temporal_transformation,conflict,relsim,-0.033782295882701874,0.31083303689956665,-0.3446153327822685,0
conflict_temp_ebd67189_ea184053,temporal_transformation,conflict,CLIP,0.37675124406814575,0.6411051750183105,-0.2643539309501648,0
conflict_temp_ebd67189_ea184053,temporal_transformation,conflict,DINO,0.01750900410115719,-0.023586250841617584,0.04109525494277477,1
conflict_temp_ebd67189_f9868284,temporal_transformation,conflict,relsim,-0.033782295882701874,0.25297918915748596,-0.28676148504018784,0
conflict_temp_ebd67189_f9868284,temporal_transformation,conflict,CLIP,0.37675124406814575,0.6367384195327759,-0.2599871754646301,0
conflict_temp_ebd67189_f9868284,temporal_transformation,conflict,DINO,0.01750900410115719,0.011104199104011059,0.00640480499714613,1
conflict_temp_ebd67189_e931ad97,temporal_transformation,conflict,relsim,-0.033782295882701874,0.17429766058921814,-0.20807995647192,0
conflict_temp_ebd67189_e931ad97,temporal_transformation,conflict,CLIP,0.37675124406814575,0.6339581608772278,-0.25720691680908203,0
conflict_temp_ebd67189_e931ad97,temporal_transformation,conflict,DINO,0.01750900410115719,-0.00041172094643116,0.01792072504758835,1
conflict_temp_ebd67189_f9a513c1,temporal_transformation,conflict,relsim,-0.033782295882701874,0.12390220165252686,-0.15768449753522873,0
conflict_temp_ebd67189_f9a513c1,temporal_transformation,conflict,CLIP,0.37675124406814575,0.6259356141090393,-0.24918437004089355,0
conflict_temp_ebd67189_f9a513c1,temporal_transformation,conflict,DINO,0.01750900410115719,0.1411541998386383,-0.12364519573748112,0
conflict_comp_f7a829fa_f9e159e9,compositional_formation,conflict,relsim,0.5206025838851929,0.3696431517601013,0.15095943212509155,1
conflict_comp_f7a829fa_f9e159e9,compositional_formation,conflict,CLIP,0.5733449459075928,0.8003106117248535,-0.22696566581726074,0
conflict_comp_f7a829fa_f9e159e9,compositional_formation,conflict,DINO,0.037393130362033844,0.08346879482269287,-0.04607566446065903,0
conflict_comp_ed4e5647_effa9ae0,compositional_formation,conflict,relsim,0.1405443698167801,0.41366252303123474,-0.27311815321445465,0
conflict_comp_ed4e5647_effa9ae0,compositional_formation,conflict,CLIP,0.6350730657577515,0.7734097838401794,-0.13833671808242798,0
conflict_comp_ed4e5647_effa9ae0,compositional_formation,conflict,DINO,0.2777104377746582,0.33906683325767517,-0.06135639548301697,0
conflict_temp_ebb0a441_f9e159e9,temporal_transformation,conflict,relsim,0.20765471458435059,0.1118612289428711,0.09579348564147949,1
conflict_temp_ebb0a441_f9e159e9,temporal_transformation,conflict,CLIP,0.5036718845367432,0.707690954208374,-0.20401906967163086,0
conflict_temp_ebb0a441_f9e159e9,temporal_transformation,conflict,DINO,0.03554295003414154,0.24436528980731964,-0.2088223397731781,0
conflict_temp_ebb0a441_f80a40b6,temporal_transformation,conflict,relsim,0.20765471458435059,0.15730951726436615,0.050345197319984436,1
conflict_temp_ebb0a441_f80a40b6,temporal_transformation,conflict,CLIP,0.5036718845367432,0.6669198870658875,-0.1632480025291443,0
conflict_temp_ebb0a441_f80a40b6,temporal_transformation,conflict,DINO,0.03554295003414154,0.182195246219635,-0.14665229618549347,0
conflict_temp_ebb0a441_e7e77c1a,temporal_transformation,conflict,relsim,0.20765471458435059,0.23836815357208252,-0.030713438987731934,0
conflict_temp_ebb0a441_e7e77c1a,temporal_transformation,conflict,CLIP,0.5036718845367432,0.6653702259063721,-0.1616983413696289,0
conflict_temp_ebb0a441_e7e77c1a,temporal_transformation,conflict,DINO,0.03554295003414154,0.14144985377788544,-0.1059069037437439,0
conflict_comp_e4402b2e_f6285277,compositional_formation,conflict,relsim,0.08348541706800461,0.22561053931713104,-0.14212512224912643,0
conflict_comp_e4402b2e_f6285277,compositional_formation,conflict,CLIP,0.6576642394065857,0.7622066140174866,-0.10454237461090088,0
conflict_comp_e4402b2e_f6285277,compositional_formation,conflict,DINO,0.05529675632715225,0.025762338191270828,0.029534418135881424,1
conflict_comp_f9575588_f031e302,compositional_formation,conflict,relsim,0.20253679156303406,0.3754575848579407,-0.17292079329490662,0
conflict_comp_f9575588_f031e302,compositional_formation,conflict,CLIP,0.548346221446991,0.7228552103042603,-0.1745089888572693,0
conflict_comp_f9575588_f031e302,compositional_formation,conflict,DINO,0.03071245364844799,0.2008478194475174,-0.1701353657990694,0
conflict_comp_f9575588_e710eb7f,compositional_formation,conflict,relsim,0.20253679156303406,0.4165939390659332,-0.21405714750289917,0
conflict_comp_f9575588_e710eb7f,compositional_formation,conflict,CLIP,0.548346221446991,0.6872092485427856,-0.13886302709579468,0
conflict_comp_f9575588_e710eb7f,compositional_formation,conflict,DINO,0.03071245364844799,0.05067477375268936,-0.01996232010424137,0
conflict_temp_f55b60c9_fe5f295c,temporal_transformation,conflict,relsim,0.3491271138191223,0.05111425742506981,0.2980128563940525,1
conflict_temp_f55b60c9_fe5f295c,temporal_transformation,conflict,CLIP,0.523257315158844,0.6409749388694763,-0.11771762371063232,0
conflict_temp_f55b60c9_fe5f295c,temporal_transformation,conflict,DINO,0.040913552045822144,0.4605124592781067,-0.41959890723228455,0
conflict_temp_f55b60c9_ee5703f7,temporal_transformation,conflict,relsim,0.3491271138191223,0.18850252032279968,0.16062459349632263,1
conflict_temp_f55b60c9_ee5703f7,temporal_transformation,conflict,CLIP,0.523257315158844,0.639290988445282,-0.11603367328643799,0
conflict_temp_f55b60c9_ee5703f7,temporal_transformation,conflict,DINO,0.040913552045822144,0.3019343614578247,-0.26102080941200256,0
conflict_comp_f3c9463a_fafba6a6,compositional_formation,conflict,relsim,0.49663329124450684,0.2577537000179291,0.23887959122657776,1
conflict_comp_f3c9463a_fafba6a6,compositional_formation,conflict,CLIP,0.5978908538818359,0.7925142049789429,-0.19462335109710693,0
conflict_comp_f3c9463a_fafba6a6,compositional_formation,conflict,DINO,0.04296468198299408,0.2641848921775818,-0.2212202101945877,0
conflict_comp_f3c9463a_f8a6c5cb,compositional_formation,conflict,relsim,0.49663329124450684,0.08557338267564774,0.4110599085688591,1
conflict_comp_f3c9463a_f8a6c5cb,compositional_formation,conflict,CLIP,0.5978908538818359,0.7391655445098877,-0.14127469062805176,0
conflict_comp_f3c9463a_f8a6c5cb,compositional_formation,conflict,DINO,0.04296468198299408,0.2786458730697632,-0.2356811910867691,0
conflict_temp_df060e26_ef9cce39,temporal_transformation,conflict,relsim,0.2972647249698639,0.263835608959198,0.033429116010665894,1
conflict_temp_df060e26_ef9cce39,temporal_transformation,conflict,CLIP,0.34652474522590637,0.743429958820343,-0.39690521359443665,0
conflict_temp_df060e26_ef9cce39,temporal_transformation,conflict,DINO,0.010431330651044846,0.24118679761886597,-0.23075546696782112,0
conflict_temp_ed83ebbc_e310096e,temporal_transformation,conflict,relsim,0.09107905626296997,0.20069268345832825,-0.10961362719535828,0
conflict_temp_ed83ebbc_e310096e,temporal_transformation,conflict,CLIP,0.28625136613845825,0.5639285445213318,-0.27767717838287354,0
conflict_temp_ed83ebbc_e310096e,temporal_transformation,conflict,DINO,-0.002332739531993866,0.18963301181793213,-0.191965751349926,0
conflict_temp_ed83ebbc_f9a513c1,temporal_transformation,conflict,relsim,0.09107905626296997,0.26096266508102417,-0.1698836088180542,0
conflict_temp_ed83ebbc_f9a513c1,temporal_transformation,conflict,CLIP,0.28625136613845825,0.5587158799171448,-0.2724645137786865,0
conflict_temp_ed83ebbc_f9a513c1,temporal_transformation,conflict,DINO,-0.002332739531993866,0.19592493772506714,-0.198257677257061,0
conflict_temp_ed83ebbc_e939f507,temporal_transformation,conflict,relsim,0.09107905626296997,0.11647072434425354,-0.02539166808128357,0
conflict_temp_ed83ebbc_e939f507,temporal_transformation,conflict,CLIP,0.28625136613845825,0.5413903594017029,-0.25513899326324463,0
conflict_temp_ed83ebbc_e939f507,temporal_transformation,conflict,DINO,-0.002332739531993866,0.35829952359199524,-0.3606322631239891,0
conflict_temp_e64769e2_ef958172,temporal_transformation,conflict,relsim,0.8994426131248474,0.32880812883377075,0.5706344842910767,1
conflict_temp_e64769e2_ef958172,temporal_transformation,conflict,CLIP,0.506690502166748,0.6770491600036621,-0.17035865783691406,0
conflict_temp_e64769e2_ef958172,temporal_transformation,conflict,DINO,0.4803997874259949,0.18463607132434845,0.2957637161016464,1
conflict_temp_e64769e2_e1b9b00d,temporal_transformation,conflict,relsim,0.8994426131248474,0.3819403052330017,0.5175023078918457,1
conflict_temp_e64769e2_e1b9b00d,temporal_transformation,conflict,CLIP,0.506690502166748,0.6547918319702148,-0.1481013298034668,0
conflict_temp_e64769e2_e1b9b00d,temporal_transformation,conflict,DINO,0.4803997874259949,0.3107650876045227,0.16963469982147217,1
conflict_temp_e64769e2_df6db38e,temporal_transformation,conflict,relsim,0.8994426131248474,0.30229830741882324,0.5971443057060242,1
conflict_temp_e64769e2_df6db38e,temporal_transformation,conflict,CLIP,0.506690502166748,0.5969027280807495,-0.09021222591400146,0
conflict_temp_e64769e2_df6db38e,temporal_transformation,conflict,DINO,0.4803997874259949,0.15880954265594482,0.32159024477005005,1
conflict_temp_f910f8cd_e63f6a21,temporal_transformation,conflict,relsim,0.02569708228111267,0.40216970443725586,-0.3764726221561432,0
conflict_temp_f910f8cd_e63f6a21,temporal_transformation,conflict,CLIP,0.5894491672515869,0.7582945227622986,-0.16884535551071167,0
conflict_temp_f910f8cd_e63f6a21,temporal_transformation,conflict,DINO,0.055860914289951324,0.5621981620788574,-0.5063372477889061,0
conflict_temp_e91c016d_f84e693f,temporal_transformation,conflict,relsim,0.23300161957740784,0.4278176724910736,-0.19481605291366577,0
conflict_temp_e91c016d_f84e693f,temporal_transformation,conflict,CLIP,0.5548396110534668,0.7447422742843628,-0.189902663230896,0
conflict_temp_e91c016d_f84e693f,temporal_transformation,conflict,DINO,0.07735824584960938,0.2156299352645874,-0.13827168941497803,0
conflict_temp_e91c016d_f8ae57be,temporal_transformation,conflict,relsim,0.23300161957740784,0.314545214176178,-0.08154359459877014,0
conflict_temp_e91c016d_f8ae57be,temporal_transformation,conflict,CLIP,0.5548396110534668,0.7177281975746155,-0.16288858652114868,0
conflict_temp_e91c016d_f8ae57be,temporal_transformation,conflict,DINO,0.07735824584960938,0.15843598544597626,-0.08107773959636688,0
conflict_temp_e91c016d_ecf449c9,temporal_transformation,conflict,relsim,0.23300161957740784,0.30368614196777344,-0.0706845223903656,0
conflict_temp_e91c016d_ecf449c9,temporal_transformation,conflict,CLIP,0.5548396110534668,0.704647958278656,-0.1498083472251892,0
conflict_temp_e91c016d_ecf449c9,temporal_transformation,conflict,DINO,0.07735824584960938,0.183477982878685,-0.10611973702907562,0
conflict_temp_e0077c41_eb354b76,temporal_transformation,conflict,relsim,0.15260553359985352,-0.0009621307253837585,0.15356766432523727,1
conflict_temp_e0077c41_eb354b76,temporal_transformation,conflict,CLIP,0.3332950472831726,0.5221261978149414,-0.1888311505317688,0
conflict_temp_e0077c41_eb354b76,temporal_transformation,conflict,DINO,0.07216325402259827,0.07945849001407623,-0.007295235991477966,0
conflict_temp_e0077c41_ea131676,temporal_transformation,conflict,relsim,0.15260553359985352,0.07948806881904602,0.0731174647808075,1
conflict_temp_e0077c41_ea131676,temporal_transformation,conflict,CLIP,0.3332950472831726,0.5006685853004456,-0.16737353801727295,0
conflict_temp_e0077c41_ea131676,temporal_transformation,conflict,DINO,0.07216325402259827,0.1426425278186798,-0.07047927379608154,0
conflict_temp_f37aebc5_e2840d4f,temporal_transformation,conflict,relsim,0.3296961784362793,0.27356430888175964,0.05613186955451965,1
conflict_temp_f37aebc5_e2840d4f,temporal_transformation,conflict,CLIP,0.5448060035705566,0.7422710061073303,-0.19746500253677368,0
conflict_temp_f37aebc5_e2840d4f,temporal_transformation,conflict,DINO,0.1401580423116684,0.2566893994808197,-0.1165313571691513,0
conflict_temp_f37aebc5_e1644c03,temporal_transformation,conflict,relsim,0.3296961784362793,0.215556800365448,0.1141393780708313,1
conflict_temp_f37aebc5_e1644c03,temporal_transformation,conflict,CLIP,0.5448060035705566,0.737775981426239,-0.19296997785568237,0
conflict_temp_f37aebc5_e1644c03,temporal_transformation,conflict,DINO,0.1401580423116684,0.1450369954109192,-0.0048789530992507935,0
conflict_temp_fd170b47_f84e693f,temporal_transformation,conflict,relsim,0.13495337963104248,0.3777960538864136,-0.2428426742553711,0
conflict_temp_fd170b47_f84e693f,temporal_transformation,conflict,CLIP,0.38021984696388245,0.8333130478858948,-0.45309320092201233,0
conflict_temp_fd170b47_f84e693f,temporal_transformation,conflict,DINO,-0.01603785529732704,0.30521684885025024,-0.3212547041475773,0
conflict_temp_fd170b47_ef99b0d4,temporal_transformation,conflict,relsim,0.13495337963104248,0.7212883234024048,-0.5863349437713623,0
conflict_temp_fd170b47_ef99b0d4,temporal_transformation,conflict,CLIP,0.38021984696388245,0.7983903884887695,-0.4181705415248871,0
conflict_temp_fd170b47_ef99b0d4,temporal_transformation,conflict,DINO,-0.01603785529732704,0.32399982213974,-0.34003767743706703,0
conflict_temp_ea7b1312_e9b34df4,temporal_transformation,conflict,relsim,0.2750566005706787,0.2507205009460449,0.02433609962463379,1
conflict_temp_ea7b1312_e9b34df4,temporal_transformation,conflict,CLIP,0.35335293412208557,0.6025111675262451,-0.24915823340415955,0
conflict_temp_ea7b1312_e9b34df4,temporal_transformation,conflict,DINO,0.048091448843479156,0.24197375774383545,-0.1938823089003563,0
conflict_temp_ea7b1312_f104ebeb,temporal_transformation,conflict,relsim,0.2750566005706787,0.15161502361297607,0.12344157695770264,1
conflict_temp_ea7b1312_f104ebeb,temporal_transformation,conflict,CLIP,0.35335293412208557,0.5715222358703613,-0.21816930174827576,0
conflict_temp_ea7b1312_f104ebeb,temporal_transformation,conflict,DINO,0.048091448843479156,0.21357087790966034,-0.16547942906618118,0
conflict_temp_ea142066_fe4867b5,temporal_transformation,conflict,relsim,0.32371845841407776,0.4743930995464325,-0.15067464113235474,0
conflict_temp_ea142066_fe4867b5,temporal_transformation,conflict,CLIP,0.352112352848053,0.6552760004997253,-0.30316364765167236,0
conflict_temp_ea142066_fe4867b5,temporal_transformation,conflict,DINO,0.04593564569950104,0.16416656970977783,-0.1182309240102768,0
conflict_temp_ea142066_e995bf12,temporal_transformation,conflict,relsim,0.32371845841407776,0.28996434807777405,0.03375411033630371,1
conflict_temp_ea142066_e995bf12,temporal_transformation,conflict,CLIP,0.352112352848053,0.6366936564445496,-0.2845813035964966,0
conflict_temp_ea142066_e995bf12,temporal_transformation,conflict,DINO,0.04593564569950104,0.09302742779254913,-0.047091782093048096,0
conflict_comp_df567ccf_ef99b0d4,compositional_formation,conflict,relsim,0.8706773519515991,0.37373846769332886,0.49693888425827026,1
conflict_comp_df567ccf_ef99b0d4,compositional_formation,conflict,CLIP,0.7386366128921509,0.7469529509544373,-0.008316338062286377,0
conflict_comp_df567ccf_ef99b0d4,compositional_formation,conflict,DINO,0.13980785012245178,0.06283445656299591,0.07697339355945587,1
conflict_temp_eeb47991_e699eb5f,temporal_transformation,conflict,relsim,0.1391516476869583,0.04762602597475052,0.0915256217122078,1
conflict_temp_eeb47991_e699eb5f,temporal_transformation,conflict,CLIP,0.7327858209609985,0.7761447429656982,-0.04335892200469971,0
conflict_temp_eeb47991_e699eb5f,temporal_transformation,conflict,DINO,0.0770987868309021,0.21120880544185638,-0.13411001861095428,0
conflict_comp_f54e3fef_ef99b0d4,compositional_formation,conflict,relsim,0.5030165910720825,0.3938221335411072,0.10919445753097534,1
conflict_comp_f54e3fef_ef99b0d4,compositional_formation,conflict,CLIP,0.6526436805725098,0.8473719358444214,-0.19472825527191162,0
conflict_comp_f54e3fef_ef99b0d4,compositional_formation,conflict,DINO,0.054619669914245605,0.021817632019519806,0.0328020378947258,1
conflict_comp_f54e3fef_f66447c3,compositional_formation,conflict,relsim,0.5030165910720825,0.6908644437789917,-0.18784785270690918,0
conflict_comp_f54e3fef_f66447c3,compositional_formation,conflict,CLIP,0.6526436805725098,0.7858296632766724,-0.1331859827041626,0
conflict_comp_f54e3fef_f66447c3,compositional_formation,conflict,DINO,0.054619669914245605,-0.010008533485233784,0.06462820339947939,1
conflict_comp_f54e3fef_f8612290,compositional_formation,conflict,relsim,0.5030165910720825,0.35622578859329224,0.14679080247879028,1
conflict_comp_f54e3fef_f8612290,compositional_formation,conflict,CLIP,0.6526436805725098,0.7793641090393066,-0.12672042846679688,0
conflict_comp_f54e3fef_f8612290,compositional_formation,conflict,DINO,0.054619669914245605,-0.013142554089426994,0.0677622240036726,1
conflict_temp_fed9fc9f_ff288b61,temporal_transformation,conflict,relsim,0.38242244720458984,0.3964967131614685,-0.014074265956878662,0
conflict_temp_fed9fc9f_ff288b61,temporal_transformation,conflict,CLIP,0.48898816108703613,0.6525338888168335,-0.16354572772979736,0
conflict_temp_fed9fc9f_ff288b61,temporal_transformation,conflict,DINO,0.04133305326104164,0.1329198181629181,-0.09158676490187645,0
conflict_temp_fec41d2a_f31f59ef,temporal_transformation,conflict,relsim,0.08711182326078415,0.027690991759300232,0.05942083150148392,1
conflict_temp_fec41d2a_f31f59ef,temporal_transformation,conflict,CLIP,0.3485283851623535,0.635735034942627,-0.28720664978027344,0
conflict_temp_fec41d2a_f31f59ef,temporal_transformation,conflict,DINO,0.027626171708106995,0.4920671880245209,-0.4644410163164139,0
conflict_temp_fec41d2a_f9a513c1,temporal_transformation,conflict,relsim,0.08711182326078415,0.34773126244544983,-0.2606194391846657,0
conflict_temp_fec41d2a_f9a513c1,temporal_transformation,conflict,CLIP,0.3485283851623535,0.5976675748825073,-0.2491391897201538,0
conflict_temp_fec41d2a_f9a513c1,temporal_transformation,conflict,DINO,0.027626171708106995,0.2471560537815094,-0.2195298820734024,0
conflict_temp_e662ccd0_e9059a0f,temporal_transformation,conflict,relsim,0.2992056608200073,0.7670150995254517,-0.46780943870544434,0
conflict_temp_e662ccd0_e9059a0f,temporal_transformation,conflict,CLIP,0.6028282046318054,0.6518412828445435,-0.04901307821273804,0
conflict_temp_e662ccd0_e9059a0f,temporal_transformation,conflict,DINO,0.02326243370771408,0.24540375173091888,-0.2221413180232048,0
